"vessel_name","MMSI","Flag","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","vv_url"
"SOYDEMIRLER BALIKCIL","271073382","TUR","fishing","other_purse_seines","MRT","CANSADO",2024-08-10 08:05:30,4,2024-08-12 04:50:41,4,1.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9199ce13a-ac58-2e69-ae64-71ac4295cf39?&start=2024-09-01&end=2024-10-31"")"
"DAK1372","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-06-30 15:54:11,4,2024-07-18 16:49:58,4,18,"DAKAR",TRUE,4581.45416666666,"SEN",FALSE,"NAMMCO, ACAP, IWC, SRFC, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/50009f324-4ad6-bd1f-55ce-91adcbe14835?&start=2024-09-01&end=2024-10-31"")"
"DAK1372","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-08-31 17:51:22,3,2024-09-27 13:52:19,3,26.8,"DAKAR",TRUE,485.7375,"SEN",FALSE,"SRFC, IWC, ACAP, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/50009f324-4ad6-bd1f-55ce-91adcbe14835?&start=2024-09-01&end=2024-10-31"")"
"DAK1372","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-07-18 23:32:13,4,2024-08-02 18:54:34,4,14.8,"DAKAR",TRUE,3716.90416666667,"SEN",FALSE,"SRFC, ACAP, IWC, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/50009f324-4ad6-bd1f-55ce-91adcbe14835?&start=2024-09-01&end=2024-10-31"")"
"DAK1372","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-08-11 14:27:25,4,2024-08-31 12:53:43,3,19.9,"DAKAR",TRUE,5570.3125,"SEN",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/50009f324-4ad6-bd1f-55ce-91adcbe14835?&start=2024-09-01&end=2024-10-31"")"
"ALBONIGA","224745000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-09-20 04:40:31,3,2024-09-27 07:47:27,3,7.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-09-01&end=2024-10-31"")"
"ALBONIGA","224745000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-07-24 18:45:06,4,2024-08-14 17:36:03,4,20.9,"DAKAR",TRUE,242.269444444444,"MRT",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,NA,TRUE,4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-09-01&end=2024-10-31"")"
"ALBONIGA","224745000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-07-07 07:07:48,4,2024-07-20 14:25:43,4,13.3,"DAKAR",TRUE,496.152777777778,"MRT, ESH",FALSE,"IWC, NAMMCO, ACAP, ICCAT, SRFC",FALSE,NA,TRUE,4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-09-01&end=2024-10-31"")"
"ALBONIGA","224745000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-08-18 11:11:24,4,2024-09-03 09:11:53,4,15.9,"DAKAR",TRUE,129.853333333333,"MRT, ESH",FALSE,"NAMMCO, SRFC, ICCAT, ACAP, IWC",FALSE,NA,TRUE,2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-09-01&end=2024-10-31"")"
"ALBONIGA","224745000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-06-12 23:26:13,4,2024-07-04 02:13:15,4,21.1,"DAKAR",TRUE,637.218611111111,"CPV",TRUE,"ACAP, IWC, ICCAT, NAMMCO, SRFC",FALSE,NA,TRUE,23,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-09-01&end=2024-10-31"")"
"ALBONIGA","224745000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-09-07 06:57:07,4,2024-09-16 05:39:03,3,8.9,"DAKAR",TRUE,33.0805555555555,"MRT",FALSE,"ICCAT, IWC, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2024-09-01&end=2024-10-31"")"
"MUZAFFER KARDESLER 4","271073725","TUR","fishing","other_purse_seines","MRT","CANSADO",2024-08-10 08:17:44,4,2024-08-12 04:45:11,4,1.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7ba7346b9-907f-7667-2abd-061f8a5b6fcc?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 9","412200998","CHN","fishing","fishing","SEN","DAKAR",2024-08-26 21:45:38,3,2024-09-18 15:04:56,4,22.7,"DAKAR",TRUE,1206.50833333334,"SEN, GNB",FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,NA,TRUE,11,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/25ecd2d23-37dd-a0cd-0b59-a2fc2e477601?&start=2024-09-01&end=2024-10-31"")"
"ZHEN YUAN YU 828","412420878","CHN","fishing","inconclusive","GIN","DAPILON",2024-07-27 13:51:46,4,2024-07-29 07:46:49,4,1.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2ff276b1f-f519-6c09-f409-e4c7634f0e3a?&start=2024-09-01&end=2024-10-31"")"
"FU YUAN YU 7856","412440841","CHN","fishing","drifting_longlines","SEN","DAKAR",2024-05-25 09:20:06,4,2024-08-05 08:34:35,4,72,"DAKAR",TRUE,3982.73222222222,"SEN",TRUE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,TRUE,8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cb0516612-2ad9-bf4f-1a2b-f0aec3d58bbb?&start=2024-09-01&end=2024-10-31"")"
"KALYONCU 1","629009176","GMB","fishing","fishing","GMB","BANJUL",2024-09-04 02:07:46,4,2024-09-04 19:39:31,4,0.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/472fd3fc3-347c-2018-b56a-facef598d927?&start=2024-09-01&end=2024-10-31"")"
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-06-19 12:57:13,4,2024-07-05 22:45:26,4,16.4,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,12,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2024-09-01&end=2024-10-31"")"
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-08-27 22:16:09,4,2024-09-09 15:42:47,4,12.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2024-09-01&end=2024-10-31"")"
"YIFENG7","412200996","CHN","other","other","GNB","BISSAU",2024-08-22 22:56:16,4,2024-08-25 14:02:41,4,2.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2024-09-01&end=2024-10-31"")"
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-07-11 14:59:57,4,2024-08-08 20:53:23,4,28.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,34,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2024-09-01&end=2024-10-31"")"
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-07-08 14:31:12,4,2024-07-08 21:06:07,4,0.3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 30","412209128","CHN","seismic_vessel","seismic_vessel","SEN","DAKAR",2024-06-28 21:15:04,4,2024-07-22 23:02:55,4,24,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,23,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 30","412209128","CHN","seismic_vessel","seismic_vessel","SEN","DAKAR",2024-07-24 18:48:12,4,2024-08-15 05:13:43,4,21.4,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,18,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 30","412209128","CHN","seismic_vessel","seismic_vessel","SEN","DAKAR",2024-08-17 15:31:46,4,2024-09-11 13:54:04,4,24.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,11,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2024-09-01&end=2024-10-31"")"
"CHANG RONG 2","412270099","CHN","fishing","drifting_longlines","SEN","DAKAR",2023-10-06 14:34:20,4,2024-07-04 22:55:14,4,272.3,"DAKAR",TRUE,2440.56,NA,TRUE,"NAMMCO, ICCAT, IWC, ACAP",FALSE,NA,TRUE,74,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c2adc531a-a998-3d7a-a0d3-c1d7f1d1ef2a?&start=2024-09-01&end=2024-10-31"")"
"MENGXIN24","412209175","CHN","fishing","fishing","GIN","CONAKRY",2024-07-05 16:27:47,3,2024-07-07 13:27:15,4,1.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9436efe9d-d36d-c20a-4381-b2f8c878b515?&start=2024-09-01&end=2024-10-31"")"
"ALBACORA UNO","224782000","ESP","fishing","inconclusive","ESP","LAS PALMAS",2024-09-13 16:46:56,4,2024-09-15 17:15:04,4,2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/630f3fbd5-5b60-a9f9-264a-bb6d949ba3b2?&start=2024-09-01&end=2024-10-31"")"
"F/V MONTELAPE","359003000","SLV","fishing","inconclusive","SEN","DAKAR",2024-09-04 14:57:56,4,2024-09-15 07:40:33,4,10.7,"DAKAR",TRUE,59.1775,"CPV",TRUE,"IWC, ACAP, SRFC, ICCAT, NAMMCO",FALSE,NA,TRUE,2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebf43c4d8-8e6a-bddd-493a-eafa2e1b4049?&start=2024-09-01&end=2024-10-31"")"
"F/V MONTELAPE","359003000","SLV","fishing","inconclusive","CPV","MINDELO",2024-08-06 23:34:46,4,2024-09-04 07:39:24,4,28.3,"DAKAR",TRUE,733.436944444445,"CPV, ESH, MRT",FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,16,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebf43c4d8-8e6a-bddd-493a-eafa2e1b4049?&start=2024-09-01&end=2024-10-31"")"
"MENGX27","412209178","CHN","seismic_vessel","seismic_vessel","GIN","CONAKRY",2024-07-03 16:27:18,4,2024-07-06 07:40:18,4,2.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4081c9c0f-ff1e-f4ce-d2a8-2cd39185760d?&start=2024-09-01&end=2024-10-31"")"
"YUANYU21","412280992","CHN","other","other","GNB","BISSAU",2024-06-30 08:49:42,4,2024-07-01 19:56:22,4,1.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1d2ea47d5-5d3f-5fe9-5351-dbd007bb4659?&start=2024-09-01&end=2024-10-31"")"
"","412209085","CHN","fishing","fishing","GNB","BISSAU",2024-08-30 23:35:42,3,2024-09-14 11:43:51,4,14.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/75e7731dd-d65f-da0f-7f14-0199445cea93?&start=2024-09-01&end=2024-10-31"")"
"","412209085","CHN","fishing","fishing","SEN","DAKAR",2024-07-29 23:26:03,4,2024-07-31 01:05:52,3,1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/75e7731dd-d65f-da0f-7f14-0199445cea93?&start=2024-09-01&end=2024-10-31"")"
"","412209085","CHN","fishing","fishing","SEN","DAKAR",2024-06-26 16:35:49,4,2024-07-19 22:48:49,4,23.3,"DAKAR",TRUE,28.675,"GNB",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/75e7731dd-d65f-da0f-7f14-0199445cea93?&start=2024-09-01&end=2024-10-31"")"
"MENGXIN2O","412209169","CHN","fishing","set_longlines","GIN","CONAKRY",2024-07-04 15:57:47,4,2024-07-06 15:51:17,4,2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/39a2ea836-6df8-0b65-f4f1-4edefca267d2?&start=2024-09-01&end=2024-10-31"")"
"MX22","412209172","CHN","fishing","fishing","GIN","CONAKRY",2024-06-30 15:37:56,3,2024-07-05 23:54:09,4,5.3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/418ae526a-a5fb-1f28-144b-9b5554251700?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR",2024-08-12 20:45:30,4,2024-08-31 06:16:34,3,18.4,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR",2024-09-01 17:02:55,3,2024-09-30 08:52:04,4,28.6,"DAKAR",TRUE,1572.97638888889,"GNB, SEN",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,NA,TRUE,29,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR",2024-07-14 22:19:01,4,2024-08-09 01:09:32,4,25.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2024-09-01&end=2024-10-31"")"
"FU YUAN YU 7853","412440815","CHN","fishing","drifting_longlines","SEN","DAKAR",2024-05-31 08:23:24,4,2024-08-22 11:52:11,3,83.1,"DAKAR",TRUE,5447.00000000001,NA,TRUE,"IWC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/60cdb0f2c-c4eb-0bb6-687f-54caeeb6bd3a?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 26","412209123","CHN","seismic_vessel","seismic_vessel","SEN","DAKAR",2024-08-19 22:00:28,4,2024-09-12 15:35:26,3,23.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,23,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 26","412209123","CHN","seismic_vessel","seismic_vessel","SEN","DAKAR",2024-07-24 23:38:26,4,2024-08-17 12:31:37,4,23.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,17,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 26","412209123","CHN","seismic_vessel","seismic_vessel","SEN","DAKAR",2024-07-01 21:40:05,3,2024-07-22 23:01:31,4,21,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,10,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2024-09-01&end=2024-10-31"")"
"NANGHAM","630123900","GNB","fishing","trawlers","GNB","BISSAU",2024-08-14 01:20:16,4,2024-09-19 11:03:07,4,36.4,"DAKAR",TRUE,9441.98472222222,"GNB, SEN",FALSE,"ICCAT, ACAP, IWC, NAMMCO, SRFC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/689115283-3bee-3183-8240-4ac710518451?&start=2024-09-01&end=2024-10-31"")"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR",2024-06-05 23:57:23,3,2024-07-01 13:19:35,4,25.5,"DAKAR",TRUE,1900.69027777777,"GNB, SEN",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2024-09-01&end=2024-10-31"")"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR",2024-07-04 04:32:42,4,2024-07-25 14:35:27,4,21.4,"DAKAR",TRUE,1084.02361111111,"GNB, SEN",FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,21,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2024-09-01&end=2024-10-31"")"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR",2024-08-21 17:59:36,4,2024-09-11 14:42:02,4,20.8,"DAKAR",TRUE,1639,"SEN, GNB",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,16,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2024-09-01&end=2024-10-31"")"
"YINGMING8031","412209008","CHN","fishing","fishing","SEN","DAKAR",2024-07-27 19:37:05,4,2024-08-20 04:24:20,4,23.3,"DAKAR",TRUE,1090.10833333333,"SEN, GNB",FALSE,"IWC, ACAP, ICCAT, SRFC, NAMMCO",FALSE,NA,TRUE,27,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2024-09-01&end=2024-10-31"")"
"FUYUANYU366","412440261","CHN","fishing","inconclusive","GIN","CONAKRY",2024-08-21 19:10:58,4,2024-08-24 22:28:14,4,3.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f57c12293-3c29-5981-d6c5-06b1a8abbdde?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU",2024-07-17 18:46:51,4,2024-07-19 07:37:52,4,1.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU",2024-08-13 18:08:43,4,2024-08-15 08:12:56,4,1.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 823","412660240","CHN","carrier","carrier","GNB","BISSAU",2024-09-03 16:12:49,4,2024-09-05 06:58:36,4,1.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2024-09-01&end=2024-10-31"")"
"DAK1365","787777888","CHN","fishing","set_longlines","SEN","DAKAR",2024-08-08 06:04:22,4,2024-08-23 01:50:44,3,14.8,"DAKAR",TRUE,2229.74583333334,"SEN",FALSE,"SRFC, ACAP, ICCAT, NAMMCO, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/64f2e3902-2f3d-d851-07f1-2330b07614fa?&start=2024-09-01&end=2024-10-31"")"
"DAK1365","787777888","CHN","fishing","set_longlines","SEN","DAKAR",2024-06-02 17:39:00,4,2024-07-30 19:50:58,4,58.1,"DAKAR",TRUE,12293.975,"SEN",FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/64f2e3902-2f3d-d851-07f1-2330b07614fa?&start=2024-09-01&end=2024-10-31"")"
"FU YUAN YU 7855","412440839","CHN","fishing","drifting_longlines","SEN","DAKAR",2024-05-26 23:03:54,4,2024-08-03 13:08:47,4,68.6,"DAKAR",TRUE,4118.55333333333,NA,TRUE,"IWC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/de1f0afa2-25e2-4c62-f533-e69236076a26?&start=2024-09-01&end=2024-10-31"")"
"SALVATORE PRIMO","62900238",NA,"other","other","GMB","BANJUL",2024-07-17 20:03:24,4,2024-09-02 13:42:52,3,46.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/229a5a78c-c309-90b5-8321-20945ccae4a6?&start=2024-09-01&end=2024-10-31"")"
"LUQINGYUANYU055","412331133","CHN","fishing","fishing","GNB","BISSAU",2024-07-22 18:59:14,4,2024-08-01 20:42:54,3,10,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebe6d1808-8339-d75f-ae95-9151fd941d16?&start=2024-09-01&end=2024-10-31"")"
"SHENG HAI 17","412200978","CHN","fishing","trawlers","GIN","TARESSA ANCHORAGE",2024-08-03 08:00:43,3,2024-08-15 03:28:02,4,11.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad3800ca1-1e25-979b-4b28-ac00b6c34942?&start=2024-09-01&end=2024-10-31"")"
"YANGMIN8002","412209196","CHN","fishing","fishing","SEN","DAKAR",2024-09-04 11:38:37,4,2024-09-14 12:25:08,4,10,"DAKAR",TRUE,27.3916666666667,"GNB",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,NA,TRUE,3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2024-09-01&end=2024-10-31"")"
"YANGMIN8002","412209196","CHN","fishing","fishing","SEN","DAKAR",2024-08-04 23:18:11,4,2024-09-02 05:20:28,4,28.3,"DAKAR",TRUE,203.895833333333,"SEN, GNB",FALSE,"SRFC, ACAP, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,16,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2024-09-01&end=2024-10-31"")"
"YANGMIN8002","412209196","CHN","fishing","fishing","SEN","DAKAR",2024-06-10 20:47:17,4,2024-07-04 02:45:32,4,23.2,"DAKAR",TRUE,233.980555555556,"GNB, SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,TRUE,18,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2024-09-01&end=2024-10-31"")"
"YANGMIN8002","412209196","CHN","fishing","fishing","SEN","DAKAR",2024-07-06 12:49:23,4,2024-08-01 16:57:27,4,26.2,"DAKAR",TRUE,93.3972222222223,"GNB, SEN",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,NA,TRUE,18,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2024-09-01&end=2024-10-31"")"
"KAO FONG NO8","416331000","TWN","fishing","drifting_longlines","SEN","DAKAR",2024-08-23 08:11:09,4,2024-09-04 06:51:19,4,11.9,"DAKAR",TRUE,80.0955555555555,NA,TRUE,"ACAP, NAMMCO, ICCAT, IWC",FALSE,NA,TRUE,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/016f8eeff-f841-a1c3-3504-4135810656b9?&start=2024-09-01&end=2024-10-31"")"
"PLAYA DE BAKIO","224405000","ESP","fishing","tuna_purse_seines","GHA","TEMA",2024-07-09 22:33:24,2,2024-07-26 06:40:06,4,16.3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/787f7ed88-81e8-f0a2-de81-c5b108d80abd?&start=2024-09-01&end=2024-10-31"")"
"PLAYA DE BAKIO","224405000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-07-29 08:54:32,4,2024-08-09 06:45:32,4,10.9,"DAKAR",TRUE,760.317777777779,"MRT, ESH",FALSE,"ICCAT, IWC, ACAP, SRFC, NAMMCO",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/787f7ed88-81e8-f0a2-de81-c5b108d80abd?&start=2024-09-01&end=2024-10-31"")"
"PLAYA DE BAKIO","224405000","ESP","fishing","tuna_purse_seines","SEN","DAKAR",2024-08-13 07:05:04,4,2024-09-02 06:49:49,4,20,"DAKAR",TRUE,230.713888888889,"ESH, MRT",TRUE,"SRFC, NAMMCO, ACAP, ICCAT, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/787f7ed88-81e8-f0a2-de81-c5b108d80abd?&start=2024-09-01&end=2024-10-31"")"
