Remove or check,Incorrect name,Incorrect / missing flag,Incorrect / missing vessel type,Incorrect / missing gear,Confidence check,Check trip start ,Check missing visits,Check previous iteration,vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_end,trip_duration_days,end_port,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,at_dock,percent_ais_voyage,FACT name,FACT flag,FACT gear type,Flag check,FACT vessel type / not PP,FACT gear / not PP,Notes
,IB FISH 1,,Fishing vessel,Purse seine,,Yes,No,Yes,BON VOYAGE,630001075,GNB,other,other,GMB,BANJUL,1/31/24 16:40,02/01/2024 03:56,0.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,Fishing vessel,Purse seine,
Remove - tanker,,,Tanker,,Remove - this is a tanker,Yes,No,Yes,AFRICA STAR 1,312552000,BLZ,fishing,inconclusive,ESP,CUETA,1/23/24 15:39,02/01/2024 17:39,9.1,DAKAR,TRUE,96.14583333,"SEN, MRT",FALSE,"SRFC, NAMMCO, ICCAT, IWC, ACAP",FALSE,NA,TRUE,1,NA,98.6,#N/A,#N/A,#N/A,,Tanker,,
,,,Reefer,,,Yes,No,Yes,ARSLAN 2,271073441,TUR,fishing,trawlers,GMB,BANJUL,02/01/2024 12:35,02/02/2024 02:30,0.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,73.3,#N/A,#N/A,#N/A,,Reefer,,
,,,,,,Yes,No,Yes,CHAMYUAMYU11,412200988,CHN,fishing,trawlers,SEN,DAKAR,1/14/24 17:06,02/02/2024 14:32,18.9,DAKAR,TRUE,89.58333333,SEN,FALSE,"ACAP, SRFC, ICCAT, IWC, NAMMCO",FALSE,NA,TRUE,5,TRUE,8.8,CHANGYUANYU 11,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,BZU1B,412420838,CHN,fishing,trawlers,SEN,DAKAR,1/17/24 4:04,02/04/2024 22:18,18.8,DAKAR,TRUE,5074.583333,SEN,FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",FALSE,NA,TRUE,4,TRUE,94.5,#N/A,#N/A,#N/A,,,,
,,,,Trawler,,Yes,No,Yes,YI FENG 26,412209123,CHN,seismic_vessel,seismic_vessel,GNB,BISSAU,02/04/2024 01:52,02/05/2024 06:10,1.2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,YI FENG 26,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,Pole and line,,Yes,No,Yes,IRIBAR ZULAIKA,224019630,ESP,fishing,fishing,SEN,DAKAR,02/02/2024 09:13,02/05/2024 09:21,3,DAKAR,TRUE,226.6375,SEN,FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,TRUE,100,IRIBAR ZULAIKA,ESP,Pole and line,TRUE,#N/A,#N/A,
,,UNK,,,,Yes,No,Yes,AN-FONG NO.98,312394000,BLZ,fishing,inconclusive,ESP,LAS PALMAS,1/31/24 14:16,02/05/2024 10:59,4.8,DAKAR,TRUE,104.225,SEN,FALSE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,,,SeaWeb says it was deregistered by Belize in January - flag unknown
,,,,Pole and line,,Yes,No,Yes,F/V CORONA DEL MAR,228967000,FRA,fishing,fishing,SEN,DAKAR,1/14/24 8:54,02/06/2024 05:05,22.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.9,CORONA DEL MAR,FRA,Pole and line,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,1/22/24 22:49,02/07/2024 16:03,15.7,DAKAR,TRUE,4819.504167,SEN,FALSE,"IWC, ICCAT, NAMMCO, SRFC, ACAP",FALSE,NA,TRUE,1,TRUE,99.5,GUOJIN908,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,Longline,,Yes,No,Yes,RIO MASMA,224020460,ESP,fishing,set_gillnets,ESP,LAREDO,11/07/2023 18:28,02/07/2024 17:10,91.9,DAKAR,TRUE,504.7916667,SEN,FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,NA,FALSE,NA,TRUE,34.2,#N/A,#N/A,#N/A,,,Longline,
,,,,,,Yes,No,Yes,CURBEIRO,224106000,ESP,fishing,trawlers,SEN,DAKAR,1/28/24 17:53,02/08/2024 06:06,10.5,DAKAR,TRUE,3125.229167,SEN,FALSE,"ICCAT, SRFC, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,TRUE,100,CURBEIRO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,YUH YEOU NO.136,416249900,TWN,fishing,drifting_longlines,ZAF,CAPE TOWN,4/26/23 8:36,02/08/2024 08:55,288,DAKAR,TRUE,12903.46361,NA,TRUE,"ACAP, IWC, NAMMCO, ICCAT",TRUE,7,TRUE,28,TRUE,84.6,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,KAO FONG NO8,416331000,TWN,fishing,drifting_longlines,ZAF,CAPE TOWN,09/12/2023 08:33,02/09/2024 18:28,150.4,DAKAR,TRUE,7660.091111,NA,TRUE,"IWC, NAMMCO, ICCAT, ACAP",TRUE,25,TRUE,7,NA,92,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,SEA FRONTIER,632001009,GIN,fishing,tuna_purse_seines,SEN,DAKAR,01/11/2024 19:35,02/11/2024 09:18,30.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,SEA FRONTIER,GIN,Purse seine,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,FENG YA NO.11,416379000,TWN,fishing,drifting_longlines,ZAF,CAPE TOWN,12/19/23 8:43,2/15/24 16:14,58.3,DAKAR,TRUE,1577.829444,NA,TRUE,"IWC, ACAP, ICCAT, NAMMCO",TRUE,2,TRUE,8,TRUE,82.4,FENG YA NO. 11,TWN,Longline,TRUE,#N/A,#N/A,
,,,,,Keep,No,Yes,No,HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,2/14/24 21:02,2/16/24 10:44,1.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,HAI FENG 823,CHN,NA,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,TIANG EI HU,412209083,CHN,fishing,fishing,GNB,BISSAU,1/31/24 22:19,2/16/24 19:51,15.9,DAKAR,TRUE,3128.756944,"GNB, SEN",FALSE,"SRFC, ACAP, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,15,TRUE,51.8,JU RONG YU 1,CHN,UNKNOWN,TRUE,#N/A,#N/A,Name unknown - not a match for the name assigned to this MMSI in HIS
,,,,Trawler,,Yes,No,Yes,YANGMING8006,412209198,CHN,fishing,inconclusive,SEN,DAKAR,02/02/2024 06:47,2/17/24 15:08,15.3,DAKAR,TRUE,4868.754167,"SEN, GNB",FALSE,"ICCAT, IWC, NAMMCO, ACAP, SRFC",TRUE,1,TRUE,4,TRUE,96.5,#N/A,#N/A,#N/A,,,Trawler,
,,,,,Keep,No,No,Yes,YANGMING8001,412209195,CHN,fishing,trawlers,GNB,BISSAU,02/01/2024 22:17,2/17/24 17:18,15.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.4,YANG MING 8001,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,DIMITRIOS I,629009092,GMB,fishing,trawlers,GMB,BANJUL,02/09/2024 16:45,2/17/24 23:48,8.3,DAKAR,TRUE,1690.55,GMB,FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,NA,TRUE,2,TRUE,100,DIMITRIOS I,GMB,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,HAIXIN30,412549435,CHN,fishing,inconclusive,COG,POINTE NOIRE,02/06/2024 21:02,2/18/24 13:07,11.7,DAKAR,TRUE,91.0725,"SEN, GNB, GNQ",TRUE,"ICCAT, NAMMCO, IWC, ACAP, SRFC",FALSE,NA,TRUE,2,TRUE,100,#N/A,#N/A,#N/A,,,,
,,,,Trawler ,,Yes,No,Yes,YANGMIN8002,412209196,CHN,fishing,fishing,GNB,BISSAU,02/03/2024 12:49,2/18/24 17:14,15.2,DAKAR,TRUE,3526.358333,"GNB, SEN",FALSE,"ICCAT, ACAP, IWC, SRFC, NAMMCO",FALSE,NA,TRUE,12,TRUE,64.5,YANG MING 8002,CHN,Trawler ,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,YIFENG28,412209126,CHN,fishing,trawlers,GNB,BISSAU,02/04/2024 02:14,2/20/24 6:12,16.1,DAKAR,TRUE,2973.701389,"SEN, GNB",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,NA,TRUE,3,TRUE,89.5,YIFENG28,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,YI FENG 8,412200997,CHN,fishing,trawlers,GNB,BISSAU,02/04/2024 00:39,2/20/24 15:57,16.6,DAKAR,TRUE,3382.361111,"GNB, SEN",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,NA,FALSE,NA,TRUE,98.8,YI FENG 8,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,YI FENG 30,412209128,CHN,seismic_vessel,seismic_vessel,GNB,BISSAU,02/04/2024 01:20,2/21/24 14:45,17.5,DAKAR,TRUE,5230.305556,"SEN, GNB",FALSE,"IWC, NAMMCO, SRFC, ACAP, ICCAT",FALSE,NA,TRUE,2,TRUE,99.5,YI FENG 30,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,CIUDAD DE HUELVA,225987981,ESP,fishing,trawlers,MRT,CANSADO,2/19/24 17:03,2/21/24 15:29,1.9,DAKAR,TRUE,15.15277778,MRT,FALSE,"IWC, NAMMCO, SRFC, ICCAT, ACAP",FALSE,NA,FALSE,NA,TRUE,100,CIUDAD DE HUELVA,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,ATLANTIC PRINCE,312867000,BLZ,fishing,tuna_purse_seines,GHA,TEMA,2/16/24 11:07,2/22/24 17:28,6.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,,,
,,,,,Keep - interesting as it was dark all the way from the outer edge of the Liberia EEZ to Dakar,No,Yes,No,HAIXIN29,412549434,CHN,fishing,trawlers,COG,POINTE NOIRE,02/06/2024 21:12,2/24/24 7:34,17.4,DAKAR,TRUE,25.45333333,GNQ,TRUE,"ACAP, IWC, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,NA,37.7,#N/A,#N/A,#N/A,,,,
,,,,Trawler,,Yes,No,Yes,YI FENG 26,412209123,CHN,seismic_vessel,seismic_vessel,SEN,DAKAR,02/05/2024 10:37,2/25/24 6:51,19.8,DAKAR,TRUE,4986.416667,"SEN, GNB",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,NA,TRUE,2,TRUE,99.8,YI FENG 26,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,CHAMYUAMYU11,412200988,CHN,fishing,trawlers,SEN,DAKAR,02/03/2024 21:19,2/25/24 13:32,21.7,DAKAR,TRUE,65.625,SEN,FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,NA,TRUE,9,TRUE,9.6,CHANGYUANYU 11,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,Keep - maybe another to highlight - from our data we see only one transmission (from GB fishing grounds) between port visits to Dakar - on 18 Feb. But for the two subsequent trips it appears to be transmitting well on AIS,No,No,Yes,YANGMING8032,412209009,CHN,fishing,trawlers,GNB,BISSAU,02/04/2024 12:41,2/26/24 3:21,21.6,DAKAR,TRUE,335.4583333,GNB,FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,NA,TRUE,11,TRUE,21.9,#N/A,#N/A,#N/A,,,,
,,,Fishing vessel,Trawler,,Yes,No,Yes,YIFENG7,412200996,CHN,other,other,SEN,DAKAR,1/24/24 0:47,2/26/24 3:47,33.1,DAKAR,TRUE,2886.716667,"SEN, GNB",FALSE,"SRFC, ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,18,TRUE,45.4,#N/A,#N/A,#N/A,,Fishing vessel,Trawler,
,,,,,,Yes,No,Yes,ALFONSO RIERA CUARTO,224026860,ESP,fishing,trawlers,GNB,BISSAU,02/01/2024 01:17,2/26/24 9:24,25.3,DAKAR,TRUE,4625.856944,"SEN, GNB",FALSE,"NAMMCO, SRFC, IWC, ICCAT, ACAP",FALSE,NA,FALSE,NA,TRUE,86.4,ALFONSO RIERA 4,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,KALYONCU 1,629009176,GMB,fishing,fishing,GMB,BANJUL,2/25/24 15:30,2/26/24 10:53,0.8,DAKAR,TRUE,46.52083333,SEN,FALSE,"ICCAT, SRFC, IWC, ACAP, NAMMCO",FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,,,
,,CHN,,Trawler,Keep,No,Yes,No,LU QING YUAN YU 057,412331135,NA,other,other,SEN,DAKAR,1/25/24 22:08,2/26/24 12:19,31.6,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,34.5,LUQINGYUANYU057,CHN,Trawler,FALSE,#N/A,#N/A,Flag better in FACT
,,,,,Keep,No,Yes,No,HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,2/25/24 14:53,2/27/24 6:11,1.6,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,TRUE,100,HAI FENG 823,CHN,NA,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,CYYU2,412200985,CHN,fishing,trawlers,SEN,DAKAR,02/03/2024 14:33,2/27/24 10:07,23.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,TRUE,1.9,CHANG YUAN YU 2,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,YANGMING8006,412209198,CHN,fishing,inconclusive,SEN,DAKAR,2/18/24 21:53,2/27/24 12:38,8.6,DAKAR,TRUE,1201.758333,"GNB, SEN",FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",FALSE,NA,TRUE,2,TRUE,98.1,#N/A,#N/A,#N/A,,,Trawler,
,,,,Trawler,,Yes,No,Yes,YANGMING8005,412209197,CHN,fishing,fishing,SEN,DAKAR,2/16/24 18:45,2/27/24 14:40,10.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,0.8,YANG MING 8005,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,LA PINTA R,224175000,ESP,fishing,trawlers,GNB,BISSAU,02/01/2024 01:39,2/29/24 10:28,28.3,DAKAR,TRUE,6694.933333,"SEN, GNB",FALSE,"SRFC, IWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,1,TRUE,98.7,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,02/10/2024 20:14,2/29/24 15:44,18.8,DAKAR,TRUE,5583.25,SEN,FALSE,"NAMMCO, SRFC, ICCAT, ACAP, IWC",FALSE,NA,TRUE,1,TRUE,99.6,GUOJIN908,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,BZU1B,412420838,CHN,fishing,trawlers,SEN,DAKAR,02/08/2024 05:53,2/29/24 21:08,21.6,DAKAR,TRUE,6267.979167,SEN,FALSE,"IWC, NAMMCO, ACAP, SRFC, ICCAT",FALSE,NA,TRUE,4,TRUE,98.7,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,HONG CHIN,416121800,TWN,fishing,drifting_longlines,SEN,DAKAR,09/01/2023 19:42,03/01/2024 08:11,181.5,DAKAR,TRUE,6280.733889,NA,TRUE,"IWC, ACAP, ICCAT, NAMMCO",TRUE,6,TRUE,18,NA,64,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,NIKOLAY TELENKOV,273345950,RUS,fishing,trawlers,MRT,CANSADO,2/29/24 1:38,03/01/2024 12:30,1.4,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,100,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,2/18/24 21:46,03/01/2024 17:54,11.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.8,YANG MING 8001,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,ALFONSO RIERA TERCER,224282000,ESP,fishing,trawlers,GNB,BISSAU,02/05/2024 19:32,03/04/2024 06:00,27.4,DAKAR,TRUE,5686.783333,GNB,FALSE,"NAMMCO, IWC, ACAP, ICCAT, SRFC",FALSE,NA,FALSE,NA,TRUE,100,ALFONSO RIERA TERCERO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,PRAIA DE RODEIRA,224546000,ESP,fishing,trawlers,GNB,BISSAU,02/07/2024 15:59,03/04/2024 08:05,25.7,DAKAR,TRUE,5635.801389,"GNB, SEN",FALSE,"SRFC, NAMMCO, ACAP, IWC, ICCAT",FALSE,NA,TRUE,2,TRUE,85.8,PRAIA DE RODEIRA,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,Trawler ,,Yes,No,Yes,YANGMIN8002,412209196,CHN,fishing,fishing,SEN,DAKAR,2/19/24 21:06,03/04/2024 09:30,13.5,DAKAR,TRUE,787.4347222,"SEN, GNB",FALSE,"ICCAT, NAMMCO, ACAP, IWC, SRFC",FALSE,NA,TRUE,9,TRUE,46.2,YANG MING 8002,CHN,Trawler ,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,ALFONSO RIERA SEGUND,224032270,ESP,fishing,trawlers,GNB,BISSAU,02/05/2024 19:23,03/05/2024 05:34,28.4,DAKAR,TRUE,6152.55,GNB,FALSE,"IWC, SRFC, NAMMCO, ICCAT, ACAP",FALSE,NA,FALSE,NA,TRUE,100,ALFONSO RIERA SEGUNDO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,TIANG EI HU,412209083,CHN,fishing,fishing,SEN,DAKAR,2/18/24 22:50,03/05/2024 12:52,15.6,DAKAR,TRUE,2267.586111,"GNB, SEN",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,NA,TRUE,16,TRUE,47.7,JU RONG YU 1,CHN,UNKNOWN,TRUE,#N/A,#N/A,Name unknown - not a match for the name assigned to this MMSI in HIS
,,,,,,Yes,No,Yes,RUITAIFENG88,412217977,CHN,carrier,carrier,GIN,CONAKRY,03/03/2024 11:44,03/05/2024 14:50,2.1,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,,,
,,,Fishing vessel,,,Yes,No,Yes,ELSAAD,629009158,GMB,other,other,SEN,DAKAR,02/06/2024 12:43,03/07/2024 17:32,30.2,DAKAR,TRUE,5525.669444,GMB,FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,TRUE,87.3,#N/A,#N/A,#N/A,,Fishing vessel,,
,,,,Trawler,,Yes,No,Yes,YIFENG10,412200999,CHN,fishing,fishing,SEN,DAKAR,2/18/24 3:57,03/07/2024 23:57,18.8,DAKAR,TRUE,1210.545833,"GNB, SEN",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,NA,TRUE,12,TRUE,31.1,YI FENG 10,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,YINGMING8031,412209008,CHN,fishing,fishing,GNB,BISSAU,2/20/24 22:03,03/08/2024 23:01,17,DAKAR,TRUE,963.9569444,"SEN, GNB",FALSE,"SRFC, NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,11,TRUE,38,YANG MING 8031,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,YI FENG 30,412209128,CHN,seismic_vessel,seismic_vessel,SEN,DAKAR,2/22/24 22:27,03/09/2024 01:29,15.1,DAKAR,TRUE,6077.120833,"GNB, SEN",FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,TRUE,5,TRUE,89,YI FENG 30,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,Reefer,,,Yes,No,Yes,ARSLAN 2,271073441,TUR,fishing,trawlers,SEN,DAKAR,03/04/2024 14:09,03/09/2024 12:16,4.9,DAKAR,TRUE,721.775,"GMB, SEN",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,NA,FALSE,NA,TRUE,89.9,#N/A,#N/A,#N/A,,Reefer,,
,,,,,,Yes,No,Yes,DIMITRIOS I,629009092,GMB,fishing,trawlers,SEN,DAKAR,03/07/2024 21:58,03/10/2024 10:09,2.5,DAKAR,TRUE,329.7666667,GMB,FALSE,"SRFC, IWC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,1,TRUE,100,DIMITRIOS I,GMB,Trawler,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,YIFENG21,412209011,CHN,other,other,GNB,BISSAU,2/20/24 0:25,03/10/2024 17:14,19.7,DAKAR,TRUE,3231.602778,"SEN, GNB",FALSE,"SRFC, NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,9,TRUE,73.4,YI FENG 21,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,RELEIXO,224706000,ESP,fishing,trawlers,GNB,BISSAU,2/14/24 22:59,03/11/2024 16:50,25.7,DAKAR,TRUE,8650.966667,"SEN, GNB",FALSE,"IWC, NAMMCO, ICCAT, ACAP, SRFC",FALSE,NA,TRUE,10,TRUE,71.7,RELEIXO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,TOUAJIL,654045600,MRT,fishing,trawlers,SEN,DAKAR,03/11/2024 15:50,03/11/2024 20:35,0.2,DAKAR,TRUE,7.783333333,SEN,FALSE,"ICCAT, ACAP, IWC, SRFC, NAMMCO",FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,,,
,,,,,Keep,No,Yes,No,HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,03/10/2024 16:27,03/12/2024 05:01,1.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,HAI FENG 823,CHN,NA,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,JAIME R,224069140,ESP,fishing,trawlers,GNB,BISSAU,02/05/2024 20:32,03/12/2024 09:03,35.5,DAKAR,TRUE,6848.311111,"SEN, GNB",FALSE,"ACAP, SRFC, NAMMCO, ICCAT, IWC",FALSE,NA,TRUE,18,TRUE,81.6,#N/A,#N/A,#N/A,,,,
Check - no AIS data available on TMT side,,,,Trawler,We have no data for this MMSI in this period,No,No,Yes,YANGMING8005,412209197,CHN,fishing,fishing,SEN,DAKAR,2/29/24 21:01,3/13/24 0:54,12.1,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,0.3,YANG MING 8005,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,YIFENG28,412209126,CHN,fishing,trawlers,SEN,DAKAR,2/20/24 11:30,3/13/24 6:06,21.8,DAKAR,TRUE,4654.975,"GNB, SEN",FALSE,"ICCAT, NAMMCO, ACAP, SRFC, IWC",FALSE,NA,TRUE,8,TRUE,71,YIFENG28,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,YI FENG 8,412200997,CHN,fishing,trawlers,SEN,DAKAR,2/21/24 22:15,3/13/24 15:18,20.7,DAKAR,TRUE,7099.561111,"GNB, SEN",FALSE,"IWC, ICCAT, NAMMCO, SRFC, ACAP",FALSE,NA,FALSE,NA,TRUE,98.4,YI FENG 8,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,CURBEIRO,224106000,ESP,fishing,trawlers,GNB,BISSAU,2/14/24 22:01,3/14/24 11:18,28.5,DAKAR,TRUE,8210.398611,"GNB, SEN",FALSE,"ICCAT, SRFC, NAMMCO, ACAP, IWC",FALSE,NA,TRUE,1,TRUE,99.7,CURBEIRO,ESP,Trawler,TRUE,#N/A,#N/A,
Check - no AIS data available on TMT side,,,,,We have no data past 28 Feb for this vessel,No,No,Yes,CHAMYUAMYU11,412200988,CHN,fishing,trawlers,MEX,MEX-175,2/28/24 14:28,3/14/24 12:09,14.9,DAKAR,TRUE,100.6291667,SEN,FALSE,"ACAP, IWC, ICCAT, SRFC, NAMMCO",FALSE,NA,TRUE,2,TRUE,6.1,CHANGYUANYU 11,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,DIMITRIOS I,629009092,GMB,fishing,trawlers,SEN,DAKAR,03/12/2024 01:20,3/14/24 22:26,2.9,DAKAR,TRUE,474.8319444,"SEN, GMB",FALSE,"SRFC, ACAP, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,2,TRUE,100,DIMITRIOS I,GMB,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,TOUAJIL,654045600,MRT,fishing,trawlers,SEN,DAKAR,3/14/24 22:00,3/15/24 2:41,0.2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,03/04/2024 11:50,3/16/24 15:46,12.1,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,YANG MING 8001,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,YANGMING8006,412209198,CHN,fishing,inconclusive,SEN,DAKAR,03/03/2024 00:31,3/17/24 4:52,14.2,DAKAR,TRUE,4020.620833,"GNB, SEN",FALSE,"IWC, SRFC, ICCAT, NAMMCO, ACAP",FALSE,NA,TRUE,2,TRUE,98.2,#N/A,#N/A,#N/A,,,Trawler,
,,,,,,Yes,No,Yes,SANTO DO MAR,224387000,ESP,fishing,trawlers,GNB,BISSAU,1/31/24 20:13,3/17/24 5:19,45.4,DAKAR,TRUE,9736.780556,"GNB, SEN",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,NA,FALSE,NA,TRUE,100,SANTO DO MAR,ESP,Trawler,TRUE,#N/A,#N/A,
,,,Fishing vessel,Trawler,,Yes,No,Yes,YIFENG7,412200996,CHN,other,other,SEN,DAKAR,2/28/24 15:29,3/17/24 18:44,18.1,DAKAR,TRUE,2842.666667,"GNB, SEN",FALSE,"NAMMCO, ICCAT, SRFC, ACAP, IWC",FALSE,NA,TRUE,23,TRUE,65.1,#N/A,#N/A,#N/A,,Fishing vessel,Trawler,
